"series_name","series_num","season","episode","rating","votes","runtime","is_comedy","is_drama","rating_miss"
"Bloodline",31,1,1,7.9,1432,59,0,1,NA
"Bloodline",31,1,2,8,1122,51,0,1,NA
"Bloodline",31,1,3,7.9,1009,59,0,1,NA
"Bloodline",31,1,4,7.8,944,53,0,1,NA
"Bloodline",31,1,5,8.1,920,54,0,1,NA
"Bloodline",31,1,6,8.1,885,57,0,1,NA
"Bloodline",31,1,7,8.1,851,49,0,1,NA
"Bloodline",31,1,8,8.3,861,58,0,1,NA
"Bloodline",31,1,9,8.4,836,55,0,1,NA
"Bloodline",31,1,10,8.7,899,63,0,1,NA
"Bloodline",31,1,11,9.1,972,51,0,1,NA
"Bloodline",31,1,12,9.3,1087,56,0,1,NA
"Bloodline",31,1,13,9.1,1056,65,0,1,NA
"Bloodline",31,2,1,8.2,677,60,0,1,NA
"Bloodline",31,2,2,8,596,56,0,1,NA
"Bloodline",31,2,3,8.3,575,57,0,1,NA
"Bloodline",31,2,4,8.6,575,68,0,1,NA
"Bloodline",31,2,5,8.2,525,62,0,1,NA
"Bloodline",31,2,6,8.5,535,57,0,1,NA
"Bloodline",31,2,8,8.7,542,59,0,1,NA
"Bloodline",31,2,9,8.8,563,59,0,1,NA
"Bloodline",31,2,10,9.2,848,67,0,1,NA
"Bloodline",31,3,1,7.9,590,47,0,1,NA
"Bloodline",31,3,2,8.3,490,53,0,1,NA
"Bloodline",31,3,3,7.9,430,51,0,1,NA
"Bloodline",31,3,4,7.5,425,54,0,1,NA
"Bloodline",31,3,5,7.6,413,51,0,1,NA
"Bloodline",31,3,6,7.9,417,50,0,1,NA
"Bloodline",31,3,7,8,448,60,0,1,NA
"Bloodline",31,3,8,7.3,469,57,0,1,NA
"Bloodline",31,3,9,3.8,1309,56,0,1,NA
"Bloodline",31,3,10,5.1,950,68,0,1,NA
"Bodyguard",32,1,1,8.4,3934,58,0,1,8.4
"Bodyguard",32,1,2,8.7,3678,58,0,1,8.7
"Bodyguard",32,1,3,8.4,3069,57,0,1,8.4
"Bodyguard",32,1,4,8.2,2784,57,0,1,8.2
"Bodyguard",32,1,5,8.2,2624,57,0,1,8.2
"Bodyguard",32,1,6,8.5,3331,75,0,1,8.5
"BoJack Horseman",33,1,1,7.1,3505,25,1,1,NA
"BoJack Horseman",33,1,2,7.7,3068,25,1,1,NA
"BoJack Horseman",33,1,3,7.4,2780,25,1,1,NA
"BoJack Horseman",33,1,4,7.5,2644,25,1,1,NA
"BoJack Horseman",33,1,5,7.5,2530,25,1,1,NA
"BoJack Horseman",33,1,6,7.9,2564,25,1,1,NA
"BoJack Horseman",33,1,7,8,2557,25,1,1,NA
"BoJack Horseman",33,1,8,8.5,2887,25,1,1,NA
"BoJack Horseman",33,1,9,7.9,2413,25,1,1,NA
"BoJack Horseman",33,1,10,7.8,2374,25,1,1,NA
"BoJack Horseman",33,1,11,9.1,3973,25,1,1,NA
"BoJack Horseman",33,1,12,8.4,2675,26,1,1,NA
"BoJack Horseman",33,2,0,7.2,1742,25,1,1,NA
"BoJack Horseman",33,2,1,8.1,2385,26,1,1,NA
"BoJack Horseman",33,2,2,7.8,2238,26,1,1,NA
"BoJack Horseman",33,2,3,8,2219,25,1,1,NA
"BoJack Horseman",33,2,4,8,2228,26,1,1,NA
"BoJack Horseman",33,2,5,7.9,2374,26,1,1,NA
"BoJack Horseman",33,2,6,7.7,2093,25,1,1,NA
"BoJack Horseman",33,2,7,8.3,2325,26,1,1,NA
"BoJack Horseman",33,2,8,8.8,2859,25,1,1,NA
"BoJack Horseman",33,2,9,8.3,2237,26,1,1,NA
"BoJack Horseman",33,2,10,8.5,2408,26,1,1,NA
"BoJack Horseman",33,2,11,9.3,3990,25,1,1,NA
"BoJack Horseman",33,2,12,8.5,2453,25,1,1,NA
"BoJack Horseman",33,3,1,7.9,2060,25,1,1,NA
"BoJack Horseman",33,3,2,8.1,2184,26,1,1,NA
"BoJack Horseman",33,3,3,7.5,2044,26,1,1,NA
"BoJack Horseman",33,3,4,9.6,6748,25,1,1,NA
"BoJack Horseman",33,3,5,8.2,2121,26,1,1,NA
"BoJack Horseman",33,3,6,8.2,2299,25,1,1,NA
"BoJack Horseman",33,3,7,8.3,2168,26,1,1,NA
"BoJack Horseman",33,3,8,7.9,1950,26,1,1,NA
"BoJack Horseman",33,3,9,8.5,2272,25,1,1,NA
"BoJack Horseman",33,3,10,8.8,2436,26,1,1,NA
"BoJack Horseman",33,3,11,9.6,4862,25,1,1,NA
"BoJack Horseman",33,3,12,9,2831,26,1,1,NA
"BoJack Horseman",33,4,1,7.7,2171,26,1,1,NA
"BoJack Horseman",33,4,2,9.3,3873,25,1,1,NA
"BoJack Horseman",33,4,3,8.4,2360,26,1,1,NA
"BoJack Horseman",33,4,4,7.8,1975,26,1,1,NA
"BoJack Horseman",33,4,5,8.2,2180,26,1,1,NA
"BoJack Horseman",33,4,6,9.2,3419,26,1,1,NA
"BoJack Horseman",33,4,7,8.2,2158,26,1,1,NA
"BoJack Horseman",33,4,8,7.5,1908,26,1,1,NA
"BoJack Horseman",33,4,9,8.9,2967,26,1,1,NA
"BoJack Horseman",33,4,10,8.4,2132,26,1,1,NA
"BoJack Horseman",33,4,11,9.8,7330,25,1,1,NA
"BoJack Horseman",33,4,12,9,2605,26,1,1,NA
"BoJack Horseman",33,5,1,8,2095,26,1,1,8
"BoJack Horseman",33,5,2,9,2808,27,1,1,9
"BoJack Horseman",33,5,3,8.1,2034,26,1,1,8.1
"BoJack Horseman",33,5,4,8.2,2056,26,1,1,8.2
"BoJack Horseman",33,5,5,8.5,2169,26,1,1,8.5
"BoJack Horseman",33,5,6,9.8,9880,26,1,1,9.8
"BoJack Horseman",33,5,7,8.9,2443,26,1,1,8.9
"BoJack Horseman",33,5,8,8.5,2053,26,1,1,8.5
"BoJack Horseman",33,5,9,8.3,1867,26,1,1,8.3
"BoJack Horseman",33,5,10,9,2165,26,1,1,9
"BoJack Horseman",33,5,11,9.6,3450,26,1,1,9.6
"BoJack Horseman",33,5,12,9.1,2269,26,1,1,9.1
"BoJack Horseman",33,6,1,9.1,2197,25,1,1,9.1
"BoJack Horseman",33,6,2,8.6,1914,26,1,1,8.6
"BoJack Horseman",33,6,3,8.2,1768,26,1,1,8.2
"BoJack Horseman",33,6,4,9,2044,26,1,1,9
"BoJack Horseman",33,6,5,8.1,1592,26,1,1,8.1
"BoJack Horseman",33,6,6,8.3,1620,26,1,1,8.3
"BoJack Horseman",33,6,7,9.4,2436,27,1,1,9.4
"BoJack Horseman",33,6,8,8.7,1803,26,1,1,8.7
"BoJack Horseman",33,6,9,8.3,1630,26,1,1,8.3
"BoJack Horseman",33,6,10,9,1844,26,1,1,9
"BoJack Horseman",33,6,11,8.7,1571,26,1,1,8.7
"BoJack Horseman",33,6,12,9.2,1844,26,1,1,9.2
"BoJack Horseman",33,6,13,8.7,1574,26,1,1,8.7
"BoJack Horseman",33,6,14,9,1756,26,1,1,9
"BoJack Horseman",33,6,15,9.9,8895,26,1,1,9.9
"BoJack Horseman",33,6,16,9.6,3585,27,1,1,9.6
"Bordertown",34,1,1,7.4,295,58,0,1,NA
"Bordertown",34,1,2,7.5,248,55,0,1,NA
"Bordertown",34,1,3,7.6,230,60,0,1,NA
"Bordertown",34,1,4,7.1,215,56,0,1,NA
"Bordertown",34,1,5,7.3,194,57,0,1,NA
"Bordertown",34,1,6,7.5,180,58,0,1,NA
"Bordertown",34,1,7,7.5,177,56,0,1,NA
"Bordertown",34,1,8,7.5,171,57,0,1,NA
"Bordertown",34,1,9,7.4,164,57,0,1,NA
"Bordertown",34,1,10,8,166,58,0,1,NA
"Bordertown",34,1,11,7.9,181,60,0,1,NA
"Bordertown",34,2,1,7.4,154,60,0,1,7.4
"Bordertown",34,2,2,7.5,136,61,0,1,7.5
"Bordertown",34,2,3,7.7,138,59,0,1,7.7
"Bordertown",34,2,4,7.7,138,60,0,1,7.7
"Bordertown",34,2,5,7.6,130,58,0,1,7.6
"Bordertown",34,2,6,7.6,129,61,0,1,7.6
"Bordertown",34,2,7,7.7,119,60,0,1,7.7
"Bordertown",34,2,8,7.7,116,61,0,1,7.7
"Bordertown",34,2,9,7.2,122,60,0,1,7.2
"Bordertown",34,2,10,7.3,126,60,0,1,7.3
"Bordertown",34,3,1,7.7,122,61,0,1,7.7
"Bordertown",34,3,2,7.5,86,56,0,1,7.5
"Bordertown",34,3,3,6.7,92,60,0,1,6.7
"Bordertown",34,3,4,7.2,84,59,0,1,7.2
"Bordertown",34,3,5,7.2,80,58,0,1,7.2
"Bordertown",34,3,6,7.1,77,59,0,1,7.1
"Bordertown",34,3,7,7.8,77,60,0,1,7.8
"Bordertown",34,3,8,8,77,60,0,1,8
"Bordertown",34,3,9,7.9,64,57,0,1,7.9
"Bordertown",34,3,10,8,76,60,0,1,8
"Busted! I Know Who You Are!",35,1,1,8.2,20,97,1,0,8.2
"Busted! I Know Who You Are!",35,1,2,7.9,17,84,1,0,7.9
"Busted! I Know Who You Are!",35,1,3,7.8,16,76,1,0,7.8
"Busted! I Know Who You Are!",35,1,4,8,15,75,1,0,8
"Busted! I Know Who You Are!",35,1,5,8.7,17,85,1,0,8.7
"Busted! I Know Who You Are!",35,1,6,8.6,14,85,1,0,8.6
"Busted! I Know Who You Are!",35,1,7,8.3,10,86,1,0,8.3
"Busted! I Know Who You Are!",35,1,8,8.6,7,85,1,0,8.6
"Busted! I Know Who You Are!",35,1,9,8.5,8,83,1,0,8.5
"Busted! I Know Who You Are!",35,1,10,8.2,8,77,1,0,8.2
"Call My Agent",36,1,1,7.4,182,55,1,0,NA
"Call My Agent",36,1,2,7.2,150,53,1,0,NA
"Call My Agent",36,1,3,7.5,126,52,1,0,NA
"Call My Agent",36,1,4,7.5,129,52,1,0,NA
"Call My Agent",36,1,5,7.3,111,48,1,0,NA
"Call My Agent",36,1,6,7.5,111,52,1,0,NA
"Call My Agent",36,2,1,7,102,51,1,0,NA
"Call My Agent",36,2,2,7.7,106,53,1,0,NA
"Call My Agent",36,2,3,7.3,101,52,1,0,NA
"Call My Agent",36,2,4,7.8,102,55,1,0,NA
"Call My Agent",36,2,5,7.5,87,50,1,0,NA
"Call My Agent",36,2,6,8.1,108,55,1,0,NA
"Call My Agent",36,3,1,7.1,95,53,1,0,7.1
"Call My Agent",36,3,2,7.7,92,57,1,0,7.7
"Call My Agent",36,3,3,7.6,86,55,1,0,7.6
"Call My Agent",36,3,4,8.3,91,67,1,0,8.3
"Call My Agent",36,3,5,7.7,74,54,1,0,7.7
"Call My Agent",36,3,6,8,101,66,1,0,8
"Captive",37,1,1,7.8,85,73,0,0,NA
"Captive",37,1,2,7,54,65,0,0,NA
"Captive",37,1,3,6.5,42,61,0,0,NA
"Captive",37,1,4,6.8,32,61,0,0,NA
"Captive",37,1,5,6.2,26,59,0,0,NA
"Captive",37,1,6,6.2,28,59,0,0,NA
"Captive",37,1,7,6.9,27,62,0,0,NA
"Captive",37,1,8,6.8,26,62,0,0,NA
"Car Masters: Rust to Riches",38,1,7,9.1,76,22,0,0,9.1
"Chambers",39,1,1,7,308,49,0,1,7
"Chambers",39,1,2,7.1,248,46,0,1,7.1
"Chambers",39,1,3,7,230,46,0,1,7
"Chambers",39,1,4,7,215,44,0,1,7
"Chambers",39,1,5,7,203,45,0,1,7
"Chambers",39,1,6,6.7,196,50,0,1,6.7
"Chambers",39,1,7,6.9,189,38,0,1,6.9
"Chambers",39,1,8,7,201,38,0,1,7
"Chambers",39,1,9,6.9,185,38,0,1,6.9
"Chambers",39,1,10,6.6,212,45,0,1,6.6
"Cheer",40,1,1,7.6,129,60,0,0,7.6
"Cheer",40,1,2,8.3,108,57,0,0,8.3
"Cheer",40,1,3,8,98,58,0,0,8
"Cheer",40,1,4,8.1,99,62,0,0,8.1
"Cheer",40,1,5,8.1,92,62,0,0,8.1
"Cheer",40,1,6,8.8,105,56,0,0,8.8
"Chef's Table",41,1,1,8.6,848,55,0,0,NA
"Chef's Table",41,6,1,7.5,131,51,0,0,7.5
"Chef's Table",41,6,2,8.3,147,47,0,0,8.3
"Chef's Table",41,6,3,8.1,115,46,0,0,8.1
"Chef's Table",41,6,4,8.1,107,56,0,0,8.1
"Chilling Adventures of Sabrina",42,1,1,7.7,2643,62,0,1,7.7
"Chilling Adventures of Sabrina",42,1,2,8.2,2250,57,0,1,8.2
"Chilling Adventures of Sabrina",42,1,3,7.9,2037,57,0,1,7.9
"Chilling Adventures of Sabrina",42,1,4,8,1922,60,0,1,8
"Chilling Adventures of Sabrina",42,1,5,7.6,2021,54,0,1,7.6
"Chilling Adventures of Sabrina",42,1,6,7.9,1778,50,0,1,7.9
"Chilling Adventures of Sabrina",42,1,7,8.2,1766,55,0,1,8.2
"Chilling Adventures of Sabrina",42,1,8,8.2,1704,56,0,1,8.2
"Chilling Adventures of Sabrina",42,1,9,8.3,1722,61,0,1,8.3
"Chilling Adventures of Sabrina",42,1,10,8.6,1889,64,0,1,8.6
"Chilling Adventures of Sabrina",42,1,11,7.9,1486,55,0,1,7.9
"Chilling Adventures of Sabrina",42,2,1,7.7,1509,55,0,1,7.7
"Chilling Adventures of Sabrina",42,2,2,8.1,1267,56,0,1,8.1
"Chilling Adventures of Sabrina",42,2,3,8,1269,61,0,1,8
"Chilling Adventures of Sabrina",42,2,4,7.6,1345,63,0,1,7.6
"Chilling Adventures of Sabrina",42,2,5,8.3,1177,57,0,1,8.3
"Chilling Adventures of Sabrina",42,2,6,9.1,1619,54,0,1,9.1
"Chilling Adventures of Sabrina",42,2,7,8.8,1256,57,0,1,8.8
"Chilling Adventures of Sabrina",42,2,8,8.7,1201,53,0,1,8.7
"Chilling Adventures of Sabrina",42,2,9,8.8,1399,62,0,1,8.8
"Chilling Adventures of Sabrina",42,3,1,7.5,995,60,0,1,7.5
"Chilling Adventures of Sabrina",42,3,2,7.6,884,56,0,1,7.6
"Chilling Adventures of Sabrina",42,3,3,7.6,825,58,0,1,7.6
"Chilling Adventures of Sabrina",42,3,4,7.8,794,59,0,1,7.8
"Chilling Adventures of Sabrina",42,3,5,7.7,759,57,0,1,7.7
"Chilling Adventures of Sabrina",42,3,6,8.1,752,58,0,1,8.1
"Chilling Adventures of Sabrina",42,3,7,8.4,834,55,0,1,8.4
"Chilling Adventures of Sabrina",42,3,8,7.8,874,60,0,1,7.8
"Club de Cuervos",43,1,1,7.5,146,44,1,1,NA
"Control Z",44,1,1,7.4,175,35,0,1,7.4
"Control Z",44,1,2,7.2,154,36,0,1,7.2
"Control Z",44,1,3,8.2,156,39,0,1,8.2
"Control Z",44,1,4,7.9,126,40,0,1,7.9
"Control Z",44,1,5,7.7,119,37,0,1,7.7
"Control Z",44,1,6,7.8,121,34,0,1,7.8
"Control Z",44,1,7,8.2,131,36,0,1,8.2
"Control Z",44,1,8,8.8,141,38,0,1,8.8
"Crashing",45,1,1,7.5,372,30,1,0,NA
"Crashing",45,1,2,7.9,322,30,1,0,NA
"Crashing",45,1,3,8.1,311,30,1,0,NA
"Crashing",45,1,4,8.3,299,30,1,0,NA
"Crashing",45,1,5,8.2,283,30,1,0,NA
"Crashing",45,1,6,8.3,285,30,1,0,NA
"Crazy Delicious",46,1,3,5.8,8,60,0,0,5.8
"Crazyhead",47,1,1,7.3,222,45,1,0,NA
"Crazyhead",47,1,2,7.4,183,43,1,0,NA
"Crazyhead",47,1,3,7.2,157,43,1,0,NA
"Crazyhead",47,1,4,7.3,143,43,1,0,NA
"Crazyhead",47,1,5,7.3,133,43,1,0,NA
"Crazyhead",47,1,6,7.6,136,43,1,0,NA
"Creeped Out",48,1,1,6.5,204,25,0,1,NA
"Criminal: Germany",49,1,1,8.2,471,45,0,1,8.2
"Criminal: UK",50,1,1,8.2,1305,43,0,1,8.2
"Criminal: UK",50,1,2,7.4,959,43,0,1,7.4
"Criminal: UK",50,1,3,7.5,709,43,0,1,7.5
"Cuckoo",51,1,1,7,297,29,1,0,NA
"Cuckoo",51,1,2,7.2,223,28,1,0,NA
"Cuckoo",51,1,3,8.4,258,29,1,0,NA
"Cuckoo",51,1,4,8,207,27,1,0,NA
"Cuckoo",51,1,5,7.2,177,28,1,0,NA
"Cuckoo",51,1,6,7.7,184,29,1,0,NA
"Cuckoo",51,2,1,7.1,194,29,1,0,NA
"Cuckoo",51,2,2,7.9,172,26,1,0,NA
"Cuckoo",51,2,3,7.8,164,28,1,0,NA
"Cuckoo",51,2,4,8.1,169,26,1,0,NA
"Cuckoo",51,2,5,7.9,145,27,1,0,NA
"Cuckoo",51,2,6,7.9,139,26,1,0,NA
"Cuckoo",51,2,7,7.8,125,31,1,0,NA
"Cuckoo",51,3,1,7.7,114,25,1,0,NA
"Cuckoo",51,3,2,7.9,107,29,1,0,NA
"Cuckoo",51,3,3,7.8,103,27,1,0,NA
"Cuckoo",51,3,4,7.8,98,27,1,0,NA
"Cuckoo",51,3,5,8,96,27,1,0,NA
"Cuckoo",51,3,6,7.7,94,27,1,0,NA
"Cuckoo",51,3,7,8,97,29,1,0,NA
"Cuckoo",51,5,1,6.3,87,24,1,0,6.3
"Cuckoo",51,5,2,6.8,75,25,1,0,6.8
"Cuckoo",51,5,3,7.3,69,23,1,0,7.3
"Cuckoo",51,5,4,6.7,68,26,1,0,6.7
"Cuckoo",51,5,5,6.1,66,22,1,0,6.1
"Cuckoo",51,5,6,5.9,56,24,1,0,5.9
"Cuckoo",51,5,7,6.4,54,24,1,0,6.4
"Curon",52,1,1,6.6,168,50,0,0,6.6
"Curon",52,1,2,6.6,119,46,0,0,6.6
"Curon",52,1,3,6.8,82,51,0,0,6.8
"Curon",52,1,4,7.1,79,41,0,0,7.1
"Curon",52,1,5,7.2,70,42,0,0,7.2
"Curon",52,1,6,6.8,65,49,0,0,6.8
"Curon",52,1,7,7,67,49,0,0,7
"Cursed",53,1,1,6.4,1082,54,0,1,6.4
"Cursed",53,1,2,6.7,790,48,0,1,6.7
"Cursed",53,1,3,6.8,692,52,0,1,6.8
"Cursed",53,1,4,7,653,60,0,1,7
"Cursed",53,1,5,6.9,594,59,0,1,6.9
"Cursed",53,1,6,7,564,56,0,1,7
"Cursed",53,1,7,6.8,545,55,0,1,6.8
"Cursed",53,1,8,6.8,527,54,0,1,6.8
"Cursed",53,1,9,6.9,532,56,0,1,6.9
"Cursed",53,1,10,7.3,664,60,0,1,7.3
"Danger Mouse",54,1,1,7.6,28,23,1,0,NA
"Danger Mouse",54,1,2,7.9,20,11,1,0,NA
"Danger Mouse",54,1,3,8.9,16,11,1,0,NA
"Danger Mouse",54,1,4,7.7,18,11,1,0,NA
"Danger Mouse",54,1,5,7.6,17,11,1,0,NA
"Danger Mouse",54,1,6,8.3,18,11,1,0,NA
"Danger Mouse",54,1,7,8.1,16,11,1,0,NA
"Danger Mouse",54,1,8,8.4,14,11,1,0,NA
"Danger Mouse",54,1,9,8.5,13,11,1,0,NA
"Danger Mouse",54,1,10,8.2,13,11,1,0,NA
"Danger Mouse",54,1,11,7.8,13,11,1,0,NA
"Danger Mouse",54,1,12,8.2,12,11,1,0,NA
"Danger Mouse",54,1,13,7.7,12,11,1,0,NA
"Danger Mouse",54,1,14,6.8,12,11,1,0,NA
"Danger Mouse",54,1,15,7.7,11,11,1,0,NA
"Danger Mouse",54,1,16,8.6,18,22,1,0,NA
"Danger Mouse",54,1,17,7.1,9,12,1,0,NA
"Danger Mouse",54,1,18,7.7,9,11,1,0,NA
"Danger Mouse",54,1,19,8,13,11,1,0,NA
"Danger Mouse",54,1,20,7.9,9,11,1,0,NA
"Danger Mouse",54,1,21,9,12,12,1,0,NA
"Danger Mouse",54,1,22,8.2,9,11,1,0,NA
"Danger Mouse",54,1,23,8.2,10,11,1,0,NA
"Danger Mouse",54,1,24,9.4,8,11,1,0,NA
"Danger Mouse",54,1,25,7.7,7,11,1,0,NA
"Danger Mouse",54,1,26,8.2,8,11,1,0,NA
"Danger Mouse",54,1,27,6.4,8,12,1,0,NA
"Danger Mouse",54,1,28,7.7,6,11,1,0,NA
"Danger Mouse",54,1,29,8,6,12,1,0,NA
"Danger Mouse",54,1,30,7.3,6,12,1,0,NA
"Danger Mouse",54,1,31,8.8,6,11,1,0,NA
"Danger Mouse",54,1,32,6.9,7,12,1,0,NA
"Danger Mouse",54,1,33,7.1,7,12,1,0,NA
"Danger Mouse",54,1,34,8.3,7,12,1,0,NA
"Danger Mouse",54,1,35,7.6,7,12,1,0,NA
"Danger Mouse",54,1,36,8.4,9,12,1,0,NA
"Danger Mouse",54,1,37,6.9,7,12,1,0,NA
"Danger Mouse",54,1,38,7.6,7,12,1,0,NA
"Danger Mouse",54,1,39,7,7,11,1,0,NA
"Danger Mouse",54,1,40,7.7,6,12,1,0,NA
"Danger Mouse",54,1,41,7.3,7,11,1,0,NA
"Danger Mouse",54,1,42,6.7,6,11,1,0,NA
"Danger Mouse",54,1,43,8.5,6,11,1,0,NA
"Danger Mouse",54,1,44,8.2,6,11,1,0,NA
"Danger Mouse",54,1,45,7.9,7,11,1,0,NA
"Danger Mouse",54,1,46,7,6,12,1,0,NA
"Danger Mouse",54,1,47,8.7,7,12,1,0,NA
"Danger Mouse",54,1,48,8.5,6,12,1,0,NA
"Danger Mouse",54,1,49,8.7,6,12,1,0,NA
"Danger Mouse",54,1,50,8.6,8,12,1,0,NA
"Daredevil",55,1,1,8.5,10135,53,0,1,NA
"Daredevil",55,1,2,9,9520,53,0,1,NA
"Daredevil",55,1,3,8.4,8046,52,0,1,NA
"Daredevil",55,1,4,8.8,7807,52,0,1,NA
"Daredevil",55,1,5,8.8,7508,56,0,1,NA
"Daredevil",55,1,6,9,7635,48,0,1,NA
"Daredevil",55,1,7,8.7,7439,50,0,1,NA
"Daredevil",55,1,8,9,7408,53,0,1,NA
"Daredevil",55,1,9,9.2,7692,58,0,1,NA
"Daredevil",55,1,10,8.6,7096,57,0,1,NA
"Daredevil",55,1,11,8.8,7004,59,0,1,NA
"Daredevil",55,1,12,8.8,6910,60,0,1,NA
"Daredevil",55,1,13,9.4,9316,56,0,1,NA
"Daredevil",55,2,1,9,7765,48,0,1,NA
"Daredevil",55,2,2,8.8,6779,50,0,1,NA
"Daredevil",55,2,3,9.5,8705,48,0,1,NA
"Daredevil",55,2,4,9.5,8293,60,0,1,NA
"Daredevil",55,2,5,8.4,6186,56,0,1,NA
"Daredevil",55,2,6,8.7,5868,56,0,1,NA
"Daredevil",55,2,7,8.7,5768,56,0,1,NA
"Daredevil",55,2,8,9.1,6079,54,0,1,NA
"Daredevil",55,2,9,9.5,7269,59,0,1,NA
"Daredevil",55,2,10,9.1,5908,52,0,1,NA
"Daredevil",55,2,11,8.8,5665,55,0,1,NA
"Daredevil",55,2,12,9,5849,52,0,1,NA
"Daredevil",55,2,13,9.3,7352,58,0,1,NA
"Daredevil",55,3,1,8.5,5148,53,0,1,8.5
"Daredevil",55,3,2,8.7,4683,50,0,1,8.7
"Daredevil",55,3,3,8.6,4540,50,0,1,8.6
"Daredevil",55,3,4,9.6,6721,54,0,1,9.6
"Daredevil",55,3,5,9,4570,49,0,1,9
"Daredevil",55,3,6,9.6,5829,54,0,1,9.6
"Daredevil",55,3,7,8.9,4284,50,0,1,8.9
"Daredevil",55,3,8,9.1,4452,50,0,1,9.1
"Daredevil",55,3,9,9.2,4457,54,0,1,9.2
"Daredevil",55,3,10,8.8,4846,46,0,1,8.8
"Daredevil",55,3,11,9.2,4344,50,0,1,9.2
"Daredevil",55,3,12,9.4,4505,55,0,1,9.4
"Daredevil",55,3,13,9.6,6182,54,0,1,9.6
"Dark",56,1,1,8.3,10733,51,0,1,NA
"Dark",56,1,2,8.2,9450,44,0,1,NA
"Dark",56,1,3,8.7,9126,45,0,1,NA
"Dark",56,1,4,8.4,8647,47,0,1,NA
"Dark",56,1,5,9,9100,45,0,1,NA
"Dark",56,1,6,9.1,8980,51,0,1,NA
"Dark",56,1,7,8.8,8287,52,0,1,NA
"Dark",56,1,8,9.2,8841,50,0,1,NA
"Dark",56,1,9,8.8,8163,55,0,1,NA
"Dark",56,1,10,9.2,9270,57,0,1,NA
"Dark",56,2,1,8.9,9504,53,0,1,8.9
"Dark",56,2,2,9.1,8773,54,0,1,9.1
"Dark",56,2,3,9.2,8686,56,0,1,9.2
"Dark",56,2,4,9.5,9471,60,0,1,9.5
"Dark",56,2,5,9.4,8735,56,0,1,9.4
"Dark",56,2,6,9.6,10574,54,0,1,9.6
"Dark",56,2,7,9.3,8577,58,0,1,9.3
"Dark",56,2,8,9.6,10818,57,0,1,9.6
"Dark",56,3,1,9.1,9907,62,0,1,9.1
"Dark",56,3,2,8.9,8990,60,0,1,8.9
"Dark",56,3,3,9,8709,57,0,1,9
"Dark",56,3,4,9.2,8851,64,0,1,9.2
"Dark",56,3,5,9.5,9604,64,0,1,9.5
"Dark",56,3,6,9.4,9346,59,0,1,9.4
"Dark",56,3,7,9.7,12436,69,0,1,9.7
"Dark",56,3,8,9.8,16170,73,0,1,9.8
"Dawn of the Croods",57,1,1,6.3,35,23,1,0,NA
"Dawn of the Croods",57,1,2,7.2,20,23,1,0,NA
"Dawn of the Croods",57,1,3,7.4,17,22,1,0,NA
"Dawn of the Croods",57,1,4,7.3,15,23,1,0,NA
"Dawn of the Croods",57,1,5,7.9,15,22,1,0,NA
"Dawn of the Croods",57,1,6,6.7,18,23,1,0,NA
"Dawn of the Croods",57,1,7,8.1,15,23,1,0,NA
"Dawn of the Croods",57,1,8,8,14,23,1,0,NA
"Dawn of the Croods",57,1,9,7.3,15,23,1,0,NA
"Dawn of the Croods",57,1,10,7.3,18,23,1,0,NA
"Dawn of the Croods",57,1,11,7.4,16,23,1,0,NA
"Dawn of the Croods",57,1,12,6.9,14,23,1,0,NA
"Dawn of the Croods",57,1,13,7.5,15,23,1,0,NA
"Dawn of the Croods",57,2,1,8.3,13,23,1,0,NA
"Dawn of the Croods",57,2,2,7.8,12,23,1,0,NA
"Dawn of the Croods",57,2,3,7.8,12,23,1,0,NA
"Dawn of the Croods",57,2,4,7.7,10,23,1,0,NA
"Dawn of the Croods",57,2,5,8.1,10,23,1,0,NA
"Dawn of the Croods",57,2,6,8.3,10,23,1,0,NA
"Dawn of the Croods",57,2,7,7.9,9,23,1,0,NA
"Dawn of the Croods",57,2,8,8.4,12,23,1,0,NA
"Dawn of the Croods",57,2,9,8.3,9,23,1,0,NA
"Dawn of the Croods",57,2,10,7.8,10,23,1,0,NA
"Dawn of the Croods",57,2,11,7.9,9,23,1,0,NA
"Dawn of the Croods",57,2,12,7.8,10,23,1,0,NA
"Dawn of the Croods",57,2,13,7.7,12,23,1,0,NA
"Dawn of the Croods",57,3,1,7,6,23,1,0,NA
"Dawn of the Croods",57,3,2,7,6,23,1,0,NA
"Dawn of the Croods",57,3,3,7.3,6,23,1,0,NA
"Dawn of the Croods",57,3,4,7,6,23,1,0,NA
"Dawn of the Croods",57,3,5,7.2,6,23,1,0,NA
"Dawn of the Croods",57,3,7,7,6,23,1,0,NA
"Dawn of the Croods",57,3,8,6.8,6,23,1,0,NA
"Dawn of the Croods",57,3,9,7,6,23,1,0,NA
"Dawn of the Croods",57,3,10,6.8,6,23,1,0,NA
"Dawn of the Croods",57,3,11,7,6,23,1,0,NA
"Dawn of the Croods",57,3,12,7.2,6,23,1,0,NA
"Dawn of the Croods",57,3,13,7.2,6,23,1,0,NA
"Dawn of the Croods",57,4,1,6.4,7,23,1,0,NA
"Dawn of the Croods",57,4,2,6.7,6,23,1,0,NA
"Dawn of the Croods",57,4,3,7,6,23,1,0,NA
"Dawn of the Croods",57,4,4,5.7,7,23,1,0,NA
"Dawn of the Croods",57,4,5,6,6,23,1,0,NA
"Dawn of the Croods",57,4,9,7,6,23,1,0,NA
